0,1,2
229.0,378.0,1.0
230.0,1.0,0.0
232.0,19.0,0.0
234.0,108.0,0.0
234.0,131.0,0.0
234.0,149.0,0.0
234.0,167.0,0.0
234.0,172.0,0.0
234.0,174.0,0.0
234.0,214.0,0.0
234.0,232.0,0.0
234.0,233.0,0.0
234.0,273.0,0.0
234.0,280.0,0.0
234.0,300.0,0.0
234.0,302.0,1.0
236.0,40.0,1.0
239.0,1.0,1.0
240.0,258.0,1.0
240.0,324.0,1.0
245.0,5.0,0.0
245.0,85.0,0.0
246.0,106.0,0.0
246.0,108.0,0.0
246.0,131.0,1.0
246.0,167.0,1.0
246.0,174.0,1.0
246.0,209.0,1.0
246.0,212.0,1.0
246.0,280.0,1.0
246.0,300.0,1.0
246.0,302.0,1.0
246.0,331.0,1.0
246.0,342.0,0.0
246.0,343.0,1.0
246.0,386.0,0.0
248.0,242.0,1.0
248.0,273.0,1.0
251.0,40.0,0.0
253.0,149.0,1.0
253.0,233.0,1.0
254.0,264.0,0.0
255.0,258.0,1.0
255.0,324.0,1.0
255.0,348.0,1.0
264.0,378.0,1.0
265.0,131.0,0.0
265.0,212.0,0.0
265.0,280.0,0.0
265.0,302.0,0.0
266.0,131.0,1.0
266.0,331.0,1.0
269.0,324.0,1.0
271.0,131.0,1.0
271.0,331.0,1.0
272.0,106.0,0.0
273.0,62.0,1.0
273.0,98.0,0.0
273.0,108.0,0.0
273.0,122.0,1.0
273.0,160.0,0.0
273.0,167.0,0.0
273.0,174.0,0.0
273.0,233.0,0.0
273.0,235.0,1.0
273.0,258.0,0.0
273.0,271.0,1.0
273.0,280.0,1.0
273.0,282.0,0.0
273.0,311.0,1.0
273.0,342.0,0.0
273.0,386.0,0.0
275.0,258.0,0.0
275.0,282.0,0.0
280.0,19.0,0.0
280.0,40.0,0.0
280.0,149.0,0.0
280.0,255.0,0.0
280.0,331.0,0.0
280.0,348.0,0.0
281.0,174.0,0.0
284.0,273.0,0.0
284.0,331.0,1.0
286.0,62.0,0.0
286.0,108.0,1.0
286.0,131.0,0.0
286.0,172.0,0.0
286.0,174.0,1.0
286.0,212.0,0.0
286.0,233.0,0.0
286.0,280.0,0.0
286.0,302.0,1.0
286.0,331.0,0.0
286.0,342.0,0.0
286.0,386.0,0.0
287.0,1.0,1.0
288.0,300.0,0.0
289.0,378.0,0.0
290.0,106.0,1.0
290.0,131.0,1.0
290.0,142.0,0.0
290.0,160.0,0.0
290.0,174.0,1.0
290.0,179.0,1.0
290.0,212.0,0.0
290.0,258.0,0.0
290.0,288.0,0.0
290.0,300.0,1.0
290.0,302.0,0.0
290.0,331.0,1.0
290.0,386.0,1.0
291.0,273.0,1.0
292.0,378.0,0.0
293.0,1.0,0.0
294.0,1.0,0.0
294.0,40.0,0.0
294.0,149.0,0.0
294.0,167.0,0.0
294.0,255.0,0.0
294.0,348.0,0.0
298.0,302.0,0.0
301.0,348.0,0.0
302.0,106.0,0.0
304.0,19.0,1.0
311.0,255.0,0.0
313.0,106.0,0.0
313.0,167.0,0.0
313.0,233.0,0.0
313.0,277.0,0.0
313.0,300.0,0.0
313.0,302.0,0.0
313.0,324.0,0.0
313.0,386.0,0.0
315.0,40.0,0.0
315.0,255.0,1.0
315.0,282.0,1.0
318.0,378.0,0.0
319.0,142.0,0.0
320.0,19.0,0.0
320.0,255.0,0.0
320.0,324.0,0.0
320.0,378.0,0.0
321.0,280.0,1.0
322.0,280.0,1.0
323.0,149.0,1.0
326.0,273.0,0.0
328.0,273.0,0.0
331.0,40.0,0.0
331.0,142.0,0.0
333.0,40.0,0.0
336.0,1.0,1.0
336.0,386.0,1.0
343.0,1.0,1.0
344.0,273.0,1.0
348.0,167.0,0.0
351.0,324.0,0.0
356.0,106.0,0.0
357.0,131.0,0.0
357.0,142.0,0.0
357.0,174.0,0.0
357.0,280.0,0.0
357.0,331.0,0.0
357.0,386.0,0.0
360.0,172.0,1.0
366.0,131.0,1.0
367.0,331.0,1.0
369.0,131.0,1.0
370.0,324.0,1.0
375.0,108.0,1.0
375.0,172.0,0.0
375.0,174.0,1.0
375.0,181.0,1.0
375.0,273.0,1.0
375.0,282.0,1.0
375.0,331.0,1.0
375.0,342.0,1.0
375.0,387.0,1.0
377.0,331.0,0.0
380.0,19.0,0.0
385.0,167.0,1.0
393.0,19.0,0.0
395.0,131.0,0.0
395.0,212.0,0.0
395.0,280.0,0.0
395.0,300.0,0.0
395.0,302.0,0.0
395.0,331.0,0.0
397.0,233.0,1.0
398.0,174.0,1.0
398.0,233.0,1.0
399.0,273.0,1.0
401.0,106.0,0.0
401.0,255.0,0.0
403.0,324.0,1.0
404.0,19.0,0.0
405.0,255.0,1.0
406.0,106.0,0.0
407.0,1.0,1.0
411.0,40.0,0.0
412.0,40.0,1.0
413.0,348.0,1.0
416.0,273.0,1.0
418.0,348.0,1.0
420.0,273.0,1.0
423.0,1.0,0.0
427.0,348.0,1.0
430.0,348.0,1.0
431.0,273.0,1.0
433.0,348.0,0.0
435.0,1.0,1.0
436.0,277.0,1.0
440.0,258.0,0.0
446.0,142.0,1.0
448.0,255.0,0.0
449.0,255.0,0.0
450.0,142.0,1.0
452.0,40.0,0.0
453.0,108.0,0.0
453.0,131.0,0.0
453.0,172.0,0.0
453.0,174.0,0.0
453.0,212.0,0.0
453.0,233.0,0.0
453.0,273.0,0.0
453.0,280.0,0.0
453.0,300.0,1.0
453.0,302.0,0.0
453.0,331.0,0.0
453.0,342.0,0.0
453.0,386.0,0.0
454.0,1.0,0.0
454.0,255.0,0.0
454.0,282.0,1.0
461.0,131.0,0.0
461.0,149.0,0.0
461.0,300.0,0.0
470.0,273.0,1.0
471.0,167.0,0.0
471.0,172.0,0.0
471.0,174.0,0.0
471.0,212.0,0.0
472.0,302.0,0.0
473.0,40.0,0.0
475.0,106.0,1.0
475.0,108.0,0.0
475.0,153.0,0.0
475.0,167.0,1.0
475.0,174.0,0.0
475.0,302.0,0.0
475.0,342.0,0.0
475.0,386.0,0.0
477.0,19.0,0.0
477.0,40.0,1.0
478.0,1.0,1.0
480.0,331.0,0.0
482.0,40.0,0.0
482.0,280.0,0.0
483.0,277.0,1.0
485.0,378.0,1.0
491.0,167.0,1.0
492.0,108.0,1.0
492.0,386.0,1.0
495.0,131.0,1.0
496.0,255.0,0.0
497.0,105.0,0.0
497.0,131.0,1.0
497.0,149.0,0.0
497.0,172.0,1.0
497.0,174.0,1.0
497.0,212.0,0.0
497.0,233.0,1.0
497.0,258.0,1.0
497.0,280.0,0.0
497.0,300.0,1.0
497.0,303.0,1.0
497.0,324.0,1.0
499.0,378.0,1.0
502.0,108.0,0.0
502.0,273.0,0.0
502.0,295.0,1.0
502.0,300.0,0.0
502.0,302.0,0.0
507.0,255.0,1.0
510.0,108.0,1.0
510.0,386.0,1.0
511.0,39.0,0.0
511.0,108.0,1.0
511.0,174.0,1.0
511.0,212.0,0.0
511.0,274.0,0.0
511.0,277.0,0.0
511.0,280.0,0.0
511.0,300.0,0.0
511.0,302.0,0.0
511.0,331.0,0.0
511.0,336.0,0.0
511.0,357.0,0.0
515.0,277.0,0.0
520.0,1.0,1.0
521.0,1.0,1.0
523.0,273.0,0.0
527.0,56.0,0.0
529.0,212.0,0.0
530.0,348.0,0.0
531.0,324.0,1.0
531.0,378.0,1.0
536.0,108.0,0.0
536.0,131.0,1.0
536.0,174.0,0.0
536.0,212.0,0.0
536.0,252.0,0.0
536.0,258.0,0.0
536.0,300.0,0.0
536.0,302.0,1.0
536.0,342.0,0.0
538.0,233.0,1.0
539.0,40.0,0.0
540.0,40.0,0.0
543.0,233.0,1.0
544.0,1.0,0.0
548.0,273.0,1.0
550.0,342.0,1.0
551.0,282.0,0.0
552.0,277.0,0.0
553.0,108.0,0.0
553.0,131.0,1.0
553.0,166.0,1.0
553.0,176.0,0.0
553.0,212.0,0.0
553.0,233.0,0.0
553.0,235.0,1.0
553.0,273.0,0.0
553.0,276.0,1.0
553.0,280.0,1.0
553.0,298.0,1.0
553.0,324.0,1.0
553.0,331.0,1.0
553.0,342.0,1.0
553.0,361.0,1.0
553.0,368.0,1.0
553.0,386.0,0.0
559.0,40.0,0.0
559.0,106.0,0.0
559.0,167.0,1.0
559.0,282.0,0.0
559.0,378.0,0.0
559.0,386.0,0.0
560.0,255.0,1.0
561.0,172.0,0.0
564.0,174.0,0.0
567.0,12.0,1.0
567.0,108.0,1.0
567.0,386.0,1.0
570.0,19.0,0.0
570.0,40.0,1.0
572.0,172.0,1.0
574.0,376.0,0.0
575.0,106.0,0.0
575.0,324.0,0.0
587.0,1.0,1.0
588.0,1.0,0.0
590.0,1.0,1.0
591.0,149.0,1.0
593.0,282.0,1.0
593.0,378.0,1.0
594.0,5.0,1.0
594.0,85.0,1.0
594.0,253.0,1.0
595.0,277.0,1.0
597.0,273.0,1.0
601.0,19.0,0.0
603.0,1.0,0.0
603.0,40.0,0.0
603.0,106.0,0.0
603.0,174.0,0.0
603.0,348.0,0.0
604.0,167.0,0.0
609.0,1.0,1.0
610.0,331.0,1.0
617.0,1.0,0.0
619.0,172.0,1.0
620.0,331.0,1.0
622.0,106.0,1.0
623.0,106.0,0.0
623.0,108.0,0.0
623.0,131.0,1.0
623.0,174.0,0.0
623.0,222.0,0.0
623.0,233.0,0.0
623.0,258.0,0.0
623.0,300.0,0.0
623.0,302.0,1.0
623.0,324.0,0.0
623.0,331.0,1.0
623.0,342.0,0.0
623.0,365.0,0.0
623.0,380.0,1.0
627.0,106.0,1.0
627.0,131.0,0.0
627.0,172.0,0.0
627.0,174.0,0.0
627.0,233.0,0.0
627.0,277.0,0.0
627.0,300.0,0.0
627.0,302.0,1.0
627.0,331.0,0.0
627.0,342.0,0.0
627.0,386.0,0.0
629.0,317.0,0.0
631.0,1.0,1.0
632.0,19.0,1.0
634.0,106.0,0.0
634.0,255.0,0.0
642.0,149.0,0.0
642.0,233.0,0.0
646.0,342.0,1.0
648.0,277.0,1.0
649.0,40.0,1.0
649.0,142.0,1.0
652.0,174.0,1.0
653.0,282.0,1.0
653.0,378.0,1.0
655.0,300.0,1.0
656.0,172.0,1.0
656.0,348.0,1.0
657.0,233.0,1.0
661.0,71.0,1.0
661.0,108.0,1.0
661.0,142.0,1.0
661.0,149.0,1.0
661.0,280.0,1.0
662.0,108.0,1.0
663.0,174.0,1.0
665.0,172.0,0.0
665.0,213.0,0.0
665.0,348.0,1.0
667.0,108.0,0.0
667.0,131.0,1.0
667.0,157.0,0.0
667.0,167.0,1.0
667.0,174.0,0.0
667.0,231.0,1.0
667.0,258.0,0.0
667.0,277.0,0.0
667.0,300.0,0.0
667.0,302.0,1.0
667.0,331.0,1.0
667.0,342.0,0.0
667.0,386.0,0.0
672.0,142.0,1.0
673.0,233.0,0.0
678.0,378.0,1.0
680.0,348.0,1.0
684.0,273.0,1.0
685.0,40.0,0.0
685.0,131.0,0.0
685.0,167.0,1.0
685.0,174.0,0.0
685.0,233.0,0.0
685.0,300.0,0.0
685.0,331.0,0.0
685.0,342.0,0.0
685.0,344.0,0.0
685.0,378.0,0.0
685.0,386.0,0.0
687.0,106.0,0.0
688.0,167.0,1.0
697.0,378.0,0.0
699.0,348.0,1.0
700.0,142.0,1.0
701.0,273.0,0.0
702.0,364.0,1.0
705.0,19.0,0.0
705.0,40.0,0.0
705.0,142.0,0.0
705.0,167.0,0.0
705.0,331.0,0.0
705.0,348.0,0.0
715.0,378.0,0.0
716.0,273.0,1.0
722.0,174.0,1.0
725.0,172.0,0.0
728.0,167.0,0.0
731.0,142.0,0.0
733.0,172.0,0.0
735.0,131.0,0.0
735.0,244.0,0.0
735.0,302.0,0.0
736.0,19.0,0.0
736.0,142.0,1.0
750.0,1.0,1.0
751.0,1.0,1.0
753.0,1.0,0.0
757.0,67.0,0.0
757.0,131.0,0.0
757.0,149.0,1.0
757.0,167.0,0.0
757.0,174.0,0.0
757.0,212.0,1.0
757.0,273.0,0.0
757.0,282.0,0.0
757.0,386.0,0.0
758.0,19.0,0.0
762.0,258.0,0.0
764.0,258.0,0.0
764.0,282.0,1.0
765.0,1.0,1.0
766.0,280.0,0.0
770.0,106.0,0.0
770.0,324.0,0.0
771.0,386.0,0.0
772.0,324.0,1.0
773.0,342.0,1.0
775.0,1.0,0.0
778.0,174.0,1.0
778.0,233.0,1.0
780.0,149.0,1.0
780.0,212.0,1.0
781.0,19.0,1.0
783.0,106.0,1.0
783.0,108.0,1.0
783.0,212.0,0.0
783.0,233.0,0.0
783.0,258.0,0.0
783.0,277.0,1.0
783.0,280.0,0.0
783.0,282.0,0.0
783.0,300.0,1.0
783.0,331.0,1.0
783.0,342.0,0.0
786.0,142.0,0.0
788.0,19.0,1.0
791.0,174.0,1.0
791.0,233.0,1.0
792.0,324.0,1.0
794.0,1.0,0.0
794.0,19.0,1.0
794.0,40.0,1.0
794.0,70.0,0.0
794.0,80.0,1.0
794.0,94.0,0.0
794.0,99.0,1.0
794.0,108.0,0.0
794.0,128.0,0.0
794.0,135.0,0.0
794.0,149.0,1.0
794.0,200.0,0.0
794.0,212.0,1.0
794.0,224.0,1.0
794.0,237.0,0.0
794.0,258.0,0.0
794.0,280.0,1.0
794.0,300.0,0.0
794.0,302.0,1.0
794.0,304.0,0.0
794.0,309.0,0.0
794.0,342.0,0.0
794.0,357.0,0.0
794.0,367.0,1.0
794.0,370.0,0.0
794.0,378.0,0.0
794.0,386.0,0.0
795.0,233.0,1.0
797.0,19.0,0.0
802.0,258.0,1.0
805.0,348.0,1.0
806.0,255.0,1.0
808.0,255.0,1.0
811.0,386.0,1.0
816.0,142.0,1.0
816.0,273.0,1.0
823.0,255.0,1.0
823.0,348.0,0.0
825.0,1.0,0.0
826.0,108.0,0.0
832.0,277.0,1.0
833.0,106.0,1.0
833.0,108.0,1.0
833.0,129.0,0.0
833.0,167.0,0.0
833.0,174.0,1.0
833.0,212.0,0.0
833.0,233.0,1.0
833.0,280.0,0.0
833.0,282.0,0.0
833.0,300.0,1.0
833.0,302.0,0.0
833.0,324.0,1.0
833.0,331.0,0.0
833.0,335.0,0.0
833.0,342.0,0.0
833.0,349.0,0.0
833.0,386.0,0.0
838.0,65.0,1.0
842.0,212.0,1.0
843.0,1.0,0.0
846.0,233.0,1.0
847.0,378.0,1.0
848.0,255.0,0.0
848.0,258.0,0.0
851.0,212.0,1.0
852.0,255.0,1.0
854.0,277.0,1.0
856.0,258.0,1.0
856.0,348.0,1.0
857.0,131.0,1.0
857.0,172.0,1.0
857.0,174.0,1.0
857.0,258.0,1.0
857.0,273.0,0.0
857.0,277.0,0.0
857.0,280.0,0.0
857.0,300.0,1.0
857.0,302.0,1.0
857.0,386.0,1.0
860.0,1.0,0.0
863.0,39.0,1.0
863.0,108.0,0.0
863.0,131.0,1.0
863.0,149.0,1.0
863.0,174.0,1.0
863.0,212.0,1.0
863.0,258.0,0.0
863.0,277.0,0.0
863.0,300.0,0.0
863.0,302.0,1.0
863.0,322.0,1.0
863.0,342.0,0.0
863.0,386.0,0.0
865.0,167.0,1.0
866.0,277.0,1.0
867.0,1.0,1.0
868.0,273.0,1.0
871.0,19.0,0.0
873.0,40.0,1.0
874.0,280.0,1.0
877.0,282.0,0.0
883.0,108.0,0.0
883.0,131.0,0.0
883.0,164.0,0.0
883.0,231.0,0.0
883.0,278.0,1.0
883.0,300.0,0.0
883.0,331.0,0.0
883.0,386.0,0.0
889.0,342.0,1.0
894.0,19.0,1.0
894.0,40.0,0.0
895.0,378.0,1.0
898.0,331.0,1.0
901.0,378.0,0.0
902.0,282.0,0.0
903.0,273.0,1.0
904.0,277.0,1.0
909.0,273.0,0.0
910.0,1.0,1.0
912.0,19.0,1.0
916.0,106.0,0.0
916.0,108.0,1.0
916.0,149.0,0.0
916.0,174.0,1.0
916.0,212.0,0.0
917.0,277.0,0.0
921.0,1.0,0.0
925.0,1.0,1.0
926.0,106.0,1.0
926.0,174.0,0.0
926.0,258.0,0.0
926.0,273.0,0.0
926.0,276.0,0.0
926.0,331.0,0.0
926.0,386.0,0.0
927.0,19.0,1.0
928.0,19.0,1.0
929.0,258.0,0.0
930.0,277.0,1.0
930.0,324.0,0.0
930.0,348.0,0.0
932.0,331.0,0.0
933.0,212.0,1.0
936.0,212.0,1.0
938.0,106.0,0.0
938.0,108.0,0.0
938.0,277.0,0.0
938.0,302.0,0.0
938.0,324.0,0.0
938.0,355.0,1.0
940.0,40.0,0.0
940.0,212.0,1.0
942.0,26.0,0.0
947.0,255.0,1.0
948.0,108.0,0.0
949.0,277.0,1.0
953.0,277.0,1.0
953.0,378.0,1.0
954.0,167.0,1.0
960.0,167.0,1.0
962.0,106.0,0.0
966.0,172.0,0.0
971.0,255.0,1.0
973.0,258.0,1.0
973.0,282.0,0.0
973.0,348.0,0.0
973.0,378.0,1.0
973.0,386.0,0.0
975.0,142.0,1.0
975.0,280.0,1.0
976.0,108.0,1.0
976.0,131.0,1.0
976.0,149.0,0.0
976.0,167.0,0.0
976.0,212.0,0.0
976.0,233.0,0.0
976.0,258.0,1.0
976.0,282.0,0.0
976.0,300.0,1.0
976.0,331.0,0.0
976.0,342.0,0.0
976.0,386.0,1.0
977.0,108.0,1.0
977.0,131.0,1.0
977.0,142.0,1.0
977.0,174.0,1.0
977.0,212.0,1.0
977.0,243.0,0.0
977.0,273.0,1.0
977.0,277.0,1.0
977.0,280.0,1.0
977.0,300.0,0.0
977.0,331.0,1.0
977.0,342.0,1.0
977.0,386.0,1.0
979.0,106.0,0.0
980.0,258.0,1.0
983.0,108.0,1.0
983.0,149.0,0.0
983.0,212.0,0.0
983.0,258.0,0.0
983.0,282.0,0.0
983.0,331.0,1.0
983.0,342.0,1.0
983.0,386.0,0.0
984.0,255.0,1.0
985.0,342.0,1.0
988.0,19.0,1.0
988.0,40.0,1.0
989.0,282.0,0.0
989.0,378.0,0.0
990.0,212.0,0.0
990.0,280.0,0.0
991.0,342.0,1.0
994.0,386.0,1.0
995.0,1.0,0.0
998.0,106.0,0.0
998.0,324.0,0.0
1002.0,233.0,0.0
1005.0,386.0,1.0
1011.0,324.0,1.0
1013.0,149.0,1.0
1014.0,280.0,0.0
1017.0,342.0,0.0
1018.0,40.0,0.0
1020.0,142.0,1.0
1023.0,378.0,1.0
1025.0,258.0,1.0
1026.0,172.0,1.0
1027.0,348.0,1.0
1029.0,1.0,0.0
1030.0,280.0,0.0
1031.0,19.0,1.0
1032.0,1.0,1.0
1033.0,302.0,1.0
1033.0,331.0,1.0
1034.0,1.0,1.0
1037.0,283.0,0.0
1042.0,40.0,1.0
1047.0,282.0,0.0
1047.0,378.0,0.0
1048.0,277.0,1.0
1050.0,172.0,1.0
1052.0,131.0,1.0
1053.0,19.0,1.0
1053.0,40.0,0.0
1054.0,131.0,1.0
1059.0,19.0,1.0
1059.0,40.0,0.0
1060.0,40.0,0.0
1060.0,375.0,1.0
1064.0,342.0,1.0
1066.0,348.0,0.0
1067.0,131.0,1.0
1069.0,378.0,0.0
1072.0,378.0,1.0
1073.0,108.0,0.0
1073.0,131.0,1.0
1073.0,134.0,0.0
1073.0,167.0,0.0
1073.0,209.0,0.0
1073.0,233.0,0.0
1073.0,235.0,0.0
1073.0,258.0,0.0
1073.0,277.0,0.0
1073.0,300.0,0.0
1073.0,331.0,1.0
1074.0,273.0,1.0
1075.0,1.0,0.0
1076.0,255.0,1.0
1077.0,212.0,1.0
1078.0,172.0,1.0
1082.0,172.0,0.0
1084.0,172.0,0.0
1087.0,348.0,0.0
1089.0,233.0,0.0
1090.0,142.0,0.0
1091.0,172.0,1.0
1092.0,1.0,0.0
1094.0,108.0,1.0
1094.0,149.0,0.0
1094.0,212.0,0.0
1094.0,324.0,0.0
1094.0,348.0,1.0
1094.0,386.0,0.0
1096.0,300.0,1.0
1097.0,300.0,1.0
1098.0,142.0,0.0
1098.0,300.0,0.0
1102.0,108.0,1.0
1107.0,324.0,0.0
1108.0,258.0,1.0
1110.0,348.0,1.0
1111.0,108.0,1.0
1111.0,131.0,0.0
1111.0,142.0,1.0
1111.0,167.0,0.0
1111.0,174.0,1.0
1111.0,258.0,0.0
1111.0,263.0,1.0
1111.0,280.0,1.0
1111.0,282.0,0.0
1111.0,302.0,1.0
1111.0,331.0,0.0
1111.0,342.0,0.0
1111.0,386.0,0.0
1112.0,106.0,0.0
1112.0,255.0,0.0
1115.0,106.0,1.0
1117.0,174.0,1.0
1118.0,106.0,1.0
1118.0,108.0,1.0
1118.0,149.0,0.0
1118.0,174.0,1.0
1118.0,247.0,0.0
1118.0,254.0,1.0
1118.0,258.0,0.0
1118.0,273.0,0.0
1118.0,277.0,0.0
1118.0,280.0,0.0
1118.0,286.0,1.0
1118.0,300.0,0.0
1118.0,302.0,0.0
1118.0,331.0,0.0
1118.0,342.0,0.0
1118.0,386.0,0.0
1119.0,1.0,0.0
1121.0,280.0,1.0
1122.0,1.0,0.0
1124.0,348.0,1.0
1126.0,324.0,0.0
1127.0,19.0,0.0
1127.0,40.0,0.0
1131.0,131.0,0.0
1131.0,142.0,0.0
1131.0,174.0,0.0
1131.0,212.0,0.0
1131.0,280.0,0.0
1131.0,302.0,1.0
1131.0,331.0,0.0
1134.0,378.0,1.0
1135.0,280.0,1.0
1144.0,255.0,0.0
1145.0,277.0,1.0
1150.0,131.0,1.0
1150.0,142.0,0.0
1153.0,273.0,1.0
1155.0,40.0,1.0
1155.0,142.0,1.0
1156.0,172.0,1.0
1160.0,348.0,0.0
1162.0,386.0,1.0
1167.0,167.0,1.0
1168.0,378.0,0.0
1170.0,233.0,0.0
1170.0,255.0,0.0
1171.0,40.0,1.0
1180.0,324.0,1.0
1181.0,258.0,1.0
1182.0,19.0,1.0
1182.0,40.0,1.0
1182.0,149.0,1.0
1182.0,212.0,1.0
1182.0,361.0,1.0
1183.0,273.0,1.0
1185.0,108.0,0.0
1185.0,142.0,0.0
1185.0,167.0,0.0
1185.0,172.0,0.0
1185.0,174.0,1.0
1185.0,300.0,1.0
1185.0,302.0,0.0
1185.0,331.0,0.0
